node_id,timestamp,temperature,humidity,mq2_analog,mq9_analog,mq135_analog,rssi,snr,air_quality,emergency
NODE_005,2025-01-10T22:25:00,18.79,56.25,244,113,284,-87,10.7,Good,False
NODE_002,2025-01-10T22:30:00,26.95,57.39,220,129,571,-94,1.9,Moderate,False
NODE_007,2025-01-10T22:35:00,23.87,59.13,253,177,261,-73,3.6,Good,False
NODE_008,2025-01-10T22:40:00,28.72,59.87,100,171,298,-86,0.2,Good,False
NODE_003,2025-01-10T22:45:00,17.91,73.02,158,205,332,-69,2.7,Good,False
NODE_005,2025-01-10T22:50:00,23.66,36.27,176,143,172,-81,3.3,Good,False
NODE_004,2025-01-10T22:55:00,25.88,61.37,202,130,169,-68,5.7,Good,False
NODE_005,2025-01-10T23:00:00,24.51,64.91,108,116,202,-81,6.2,Good,False
NODE_003,2025-01-10T23:05:00,29.18,84.74,136,154,258,-85,6.7,Good,False
NODE_007,2025-01-10T23:10:00,22.16,61.59,187,154,192,-83,10.0,Good,False
NODE_007,2025-01-10T23:15:00,25.78,63.22,240,107,500,-94,9.0,Moderate,False
NODE_002,2025-01-10T23:20:00,26.49,78.9,209,146,219,-102,6.8,Good,False
NODE_008,2025-01-10T23:25:00,20.73,57.61,228,170,328,-108,10.5,Moderate,False
NODE_010,2025-01-10T23:30:00,25.53,44.69,218,160,323,-91,7.8,Good,False
NODE_008,2025-01-10T23:35:00,22.65,51.07,196,113,346,-65,7.0,Good,False
NODE_010,2025-01-10T23:40:00,23.55,71.75,160,166,256,-76,6.3,Good,False
NODE_007,2025-01-10T23:45:00,25.29,51.27,257,181,225,-86,7.8,Good,False
NODE_009,2025-01-10T23:50:00,23.32,77.78,203,187,204,-82,4.5,Good,False
NODE_009,2025-01-10T23:55:00,27.27,57.9,95,166,197,-88,4.3,Good,False
NODE_007,2025-01-11T00:00:00,26.73,54.48,185,131,146,-91,9.3,Good,False
NODE_009,2025-01-11T00:05:00,23.69,53.63,226,103,304,-89,9.0,Good,False
NODE_001,2025-01-11T00:10:00,28.86,66.4,159,112,333,-86,9.2,Moderate,False
NODE_006,2025-01-11T00:15:00,27.34,64.39,231,155,268,-82,6.0,Good,False
NODE_009,2025-01-11T00:20:00,27.26,63.61,155,165,264,-78,5.8,Good,False
NODE_010,2025-01-11T00:25:00,27.17,55.44,180,168,230,-84,8.5,Good,False
NODE_002,2025-01-11T00:30:00,23.56,69.23,244,187,223,-97,11.0,Good,False
NODE_002,2025-01-11T00:35:00,31.59,63.45,200,139,299,-73,9.4,Good,False
NODE_004,2025-01-11T00:40:00,27.5,59.53,163,149,275,-99,9.0,Good,False
NODE_006,2025-01-11T00:45:00,23.35,63.28,164,197,147,-90,6.6,Good,False
NODE_003,2025-01-11T00:50:00,25.77,62.29,565,130,643,-84,6.6,Poor,False
NODE_010,2025-01-11T00:55:00,23.85,49.48,207,186,276,-88,8.1,Good,False
NODE_001,2025-01-11T01:00:00,23.89,63.53,174,135,381,-82,3.7,Moderate,False
NODE_010,2025-01-11T01:05:00,27.9,69.93,160,165,302,-89,1.5,Good,False
NODE_007,2025-01-11T01:10:00,21.73,50.1,474,182,564,-87,4.0,Poor,False
NODE_006,2025-01-11T01:15:00,25.7,60.02,250,71,194,-79,6.8,Good,False
NODE_007,2025-01-11T01:20:00,24.6,56.98,316,196,482,-79,8.5,Moderate,False
NODE_002,2025-01-11T01:25:00,26.26,52.49,289,157,639,-81,6.4,Moderate,False
NODE_001,2025-01-11T01:30:00,21.4,66.6,175,136,441,-100,5.4,Moderate,False
NODE_002,2025-01-11T01:35:00,27.94,47.54,208,131,225,-77,4.6,Good,False
NODE_005,2025-01-11T01:40:00,45.55,48.88,707,498,1023,-85,3.0,Hazardous,True
NODE_004,2025-01-11T01:45:00,20.51,53.12,180,172,248,-71,8.9,Good,False
NODE_009,2025-01-11T01:50:00,27.69,59.39,220,72,262,-65,5.6,Good,False
NODE_009,2025-01-11T01:55:00,22.42,50.76,213,174,266,-81,8.0,Good,False
NODE_009,2025-01-11T02:00:00,24.38,51.07,238,204,317,-65,9.9,Good,False
NODE_010,2025-01-11T02:05:00,23.54,51.74,151,147,159,-80,-0.8,Good,False
NODE_010,2025-01-11T02:10:00,31.14,72.49,120,159,442,-85,0.6,Moderate,False
NODE_004,2025-01-11T02:15:00,25.25,39.41,265,106,267,-76,10.2,Good,False
NODE_008,2025-01-11T02:20:00,24.95,71.16,213,160,212,-95,7.2,Good,False
NODE_006,2025-01-11T02:25:00,19.62,61.18,281,162,251,-93,6.1,Good,False
NODE_007,2025-01-11T02:30:00,26.87,38.08,236,209,330,-83,6.5,Good,False
NODE_008,2025-01-11T02:35:00,23.51,55.81,304,121,224,-79,0.6,Good,False
NODE_010,2025-01-11T02:40:00,18.59,85.2,104,152,159,-104,9.7,Good,False
NODE_009,2025-01-11T02:45:00,26.29,55.73,171,182,255,-64,4.7,Good,False
NODE_003,2025-01-11T02:50:00,26.28,47.69,178,181,320,-72,7.9,Good,False
NODE_006,2025-01-11T02:55:00,23.76,44.86,188,115,313,-73,2.5,Good,False
NODE_001,2025-01-11T03:00:00,29.33,58.38,222,193,285,-94,0.2,Good,False
NODE_008,2025-01-11T03:05:00,28.44,46.87,246,154,401,-89,6.0,Moderate,False
NODE_002,2025-01-11T03:10:00,25.6,50.97,237,174,457,-104,6.6,Moderate,False
NODE_005,2025-01-11T03:15:00,44.08,69.72,970,599,907,-93,7.1,Hazardous,True
NODE_007,2025-01-11T03:20:00,26.76,54.22,153,228,244,-85,2.7,Good,False
NODE_002,2025-01-11T03:25:00,26.45,51.47,278,164,233,-83,8.7,Good,False
NODE_002,2025-01-11T03:30:00,25.56,81.22,256,164,193,-93,9.9,Good,False
NODE_003,2025-01-11T03:35:00,22.08,53.63,171,172,201,-102,9.3,Good,False
NODE_006,2025-01-11T03:40:00,37.57,49.31,617,674,653,-77,1.4,Hazardous,True
NODE_005,2025-01-11T03:45:00,20.47,60.23,162,133,259,-90,6.5,Good,False
NODE_006,2025-01-11T03:50:00,25.13,59.82,159,119,229,-88,6.1,Good,False
NODE_008,2025-01-11T03:55:00,24.72,77.65,130,144,183,-89,1.6,Good,False
NODE_004,2025-01-11T04:00:00,27.34,65.3,302,204,417,-67,3.7,Moderate,False
NODE_009,2025-01-11T04:05:00,25.17,40.53,244,213,284,-92,7.0,Good,False
NODE_008,2025-01-11T04:10:00,26.48,48.34,272,134,236,-87,4.2,Good,False
NODE_006,2025-01-11T04:15:00,48.79,61.64,866,568,699,-82,6.3,Hazardous,True
NODE_008,2025-01-11T04:20:00,27.75,58.49,185,143,194,-70,8.4,Good,False
NODE_002,2025-01-11T04:25:00,47.59,69.85,988,542,776,-79,1.2,Hazardous,True
NODE_008,2025-01-11T04:30:00,19.85,63.67,233,160,244,-90,6.3,Good,False
NODE_008,2025-01-11T04:35:00,22.95,49.91,221,113,177,-70,6.8,Good,False
NODE_006,2025-01-11T04:40:00,26.49,69.83,244,133,302,-74,6.9,Good,False
NODE_002,2025-01-11T04:45:00,25.41,65.99,224,94,493,-83,4.8,Moderate,False
NODE_005,2025-01-11T04:50:00,24.66,67.27,219,177,428,-90,5.7,Moderate,False
NODE_001,2025-01-11T04:55:00,31.1,65.09,471,192,480,-93,1.4,Poor,False
NODE_002,2025-01-11T05:00:00,24.34,66.94,192,173,254,-73,1.3,Good,False
NODE_001,2025-01-11T05:05:00,23.51,51.2,170,184,296,-86,10.5,Moderate,False
NODE_006,2025-01-11T05:10:00,22.86,53.99,433,184,612,-65,14.4,Poor,False
NODE_002,2025-01-11T05:15:00,22.35,49.29,202,81,252,-64,4.2,Good,False
NODE_003,2025-01-11T05:20:00,28.24,74.69,156,155,527,-92,6.5,Moderate,False
NODE_004,2025-01-11T05:25:00,29.45,75.9,211,134,550,-94,8.5,Moderate,False
NODE_009,2025-01-11T05:30:00,25.46,71.41,201,167,277,-76,3.4,Good,False
NODE_003,2025-01-11T05:35:00,41.37,56.34,677,453,928,-93,4.5,Hazardous,True
NODE_009,2025-01-11T05:40:00,24.62,70.44,246,148,424,-66,8.1,Moderate,False
NODE_003,2025-01-11T05:45:00,25.31,51.09,178,168,440,-83,8.3,Moderate,False
NODE_006,2025-01-11T05:50:00,25.01,74.81,201,149,290,-96,5.1,Good,False
NODE_009,2025-01-11T05:55:00,34.48,57.39,193,168,308,-83,3.7,Good,False
NODE_007,2025-01-11T06:00:00,28.49,60.11,136,110,201,-88,7.2,Good,False
NODE_008,2025-01-11T06:05:00,23.69,72.24,327,138,497,-83,8.0,Moderate,False
NODE_004,2025-01-11T06:10:00,26.44,55.29,265,156,226,-60,6.5,Good,False
NODE_007,2025-01-11T06:15:00,24.61,64.49,157,167,144,-97,0.1,Good,False
NODE_003,2025-01-11T06:20:00,21.31,77.4,110,121,162,-87,4.7,Good,False
NODE_003,2025-01-11T06:25:00,23.56,78.56,140,146,270,-88,7.1,Good,False
NODE_007,2025-01-11T06:30:00,24.68,39.49,265,212,394,-69,11.7,Moderate,False
NODE_007,2025-01-11T06:35:00,24.49,57.81,196,99,232,-67,7.5,Good,False
NODE_001,2025-01-11T06:40:00,23.0,59.34,136,118,294,-83,4.2,Good,False
NODE_010,2025-01-11T06:45:00,22.65,71.64,239,149,457,-76,7.1,Moderate,False
NODE_004,2025-01-11T06:50:00,24.21,55.12,242,145,208,-88,4.9,Good,False
NODE_008,2025-01-11T06:55:00,28.21,58.32,213,182,303,-89,5.6,Good,False
NODE_010,2025-01-11T07:00:00,27.71,69.39,195,148,534,-95,5.2,Moderate,False
NODE_007,2025-01-11T07:05:00,24.33,74.18,188,187,215,-89,5.4,Good,False
NODE_007,2025-01-11T07:10:00,17.31,44.36,214,105,198,-88,2.5,Good,False
NODE_001,2025-01-11T07:15:00,20.5,51.98,146,164,321,-88,2.7,Good,False
NODE_004,2025-01-11T07:20:00,21.13,43.54,133,198,208,-114,4.2,Good,False
NODE_004,2025-01-11T07:25:00,20.23,60.59,197,151,247,-88,1.6,Good,False
NODE_005,2025-01-11T07:30:00,24.78,70.19,290,142,242,-89,8.1,Good,False
NODE_002,2025-01-11T07:35:00,22.53,63.3,248,111,218,-75,8.5,Good,False
NODE_010,2025-01-11T07:40:00,23.98,81.99,206,58,233,-89,9.3,Good,False
NODE_002,2025-01-11T07:45:00,41.09,50.0,1020,709,637,-85,5.1,Hazardous,True
NODE_009,2025-01-11T07:50:00,23.06,81.53,173,136,593,-87,5.5,Moderate,False
NODE_003,2025-01-11T07:55:00,22.58,35.67,128,116,275,-97,11.4,Good,False
NODE_006,2025-01-11T08:00:00,30.08,60.35,165,130,261,-66,11.7,Good,False
NODE_006,2025-01-11T08:05:00,23.8,74.54,231,145,307,-90,5.4,Good,False
NODE_004,2025-01-11T08:10:00,26.64,65.4,122,133,228,-79,2.6,Good,False
NODE_008,2025-01-11T08:15:00,25.75,71.14,138,157,238,-92,3.6,Good,False
NODE_002,2025-01-11T08:20:00,24.38,55.73,445,174,532,-95,1.3,Poor,False
NODE_005,2025-01-11T08:25:00,20.07,54.81,219,161,186,-89,8.7,Good,False
NODE_008,2025-01-11T08:30:00,21.67,41.42,230,93,163,-91,3.0,Good,False
NODE_009,2025-01-11T08:35:00,45.08,44.84,950,737,894,-81,3.3,Hazardous,True
NODE_006,2025-01-11T08:40:00,30.05,58.34,204,137,530,-87,8.8,Moderate,False
NODE_010,2025-01-11T08:45:00,26.04,50.39,150,154,304,-68,0.7,Good,False
NODE_007,2025-01-11T08:50:00,25.08,64.9,214,180,289,-81,9.0,Good,False
NODE_010,2025-01-11T08:55:00,25.43,44.22,147,170,229,-83,4.8,Good,False
NODE_007,2025-01-11T09:00:00,23.43,63.55,238,105,249,-85,2.4,Good,False
NODE_010,2025-01-11T09:05:00,23.08,34.95,269,139,201,-81,10.5,Good,False
NODE_002,2025-01-11T09:10:00,30.43,54.08,253,160,165,-99,12.8,Good,False
NODE_006,2025-01-11T09:15:00,23.29,75.81,184,173,333,-71,5.8,Good,False
NODE_006,2025-01-11T09:20:00,21.1,62.39,158,182,215,-83,6.1,Good,False
NODE_008,2025-01-11T09:25:00,28.28,68.72,161,136,309,-77,9.8,Moderate,False
NODE_010,2025-01-11T09:30:00,27.32,68.63,96,140,307,-96,7.3,Good,False
NODE_003,2025-01-11T09:35:00,26.11,65.99,209,106,280,-71,7.6,Good,False
NODE_005,2025-01-11T09:40:00,20.86,51.83,171,133,418,-78,6.1,Moderate,False
NODE_010,2025-01-11T09:45:00,27.81,57.24,163,185,269,-91,12.1,Good,False
NODE_010,2025-01-11T09:50:00,25.01,61.58,236,113,315,-88,9.1,Good,False
NODE_002,2025-01-11T09:55:00,17.51,48.25,185,89,286,-81,8.4,Good,False
NODE_003,2025-01-11T10:00:00,18.69,47.27,183,150,490,-80,8.1,Moderate,False
NODE_006,2025-01-11T10:05:00,20.83,61.45,184,193,260,-91,8.6,Good,False
NODE_002,2025-01-11T10:10:00,26.69,51.78,182,140,533,-81,9.9,Moderate,False
NODE_004,2025-01-11T10:15:00,23.92,61.15,131,127,375,-77,6.6,Moderate,False
NODE_005,2025-01-11T10:20:00,35.19,74.86,801,514,983,-90,4.5,Hazardous,True
NODE_002,2025-01-11T10:25:00,24.16,53.23,137,114,369,-87,9.5,Moderate,False
NODE_003,2025-01-11T10:30:00,26.54,75.65,171,115,309,-80,3.9,Good,False
NODE_006,2025-01-11T10:35:00,27.07,64.86,188,99,194,-69,7.2,Good,False
NODE_003,2025-01-11T10:40:00,21.73,73.39,186,129,470,-100,6.3,Moderate,False
NODE_009,2025-01-11T10:45:00,27.0,59.12,199,156,187,-87,7.7,Good,False
NODE_007,2025-01-11T10:50:00,32.19,72.96,97,225,289,-87,4.4,Good,False
NODE_007,2025-01-11T10:55:00,25.59,60.67,275,185,290,-90,8.3,Good,False
NODE_010,2025-01-11T11:00:00,22.81,62.94,127,181,223,-98,3.3,Good,False
NODE_003,2025-01-11T11:05:00,58.82,57.22,1023,568,809,-53,2.8,Hazardous,True
NODE_010,2025-01-11T11:10:00,24.83,60.22,199,97,279,-94,6.2,Good,False
NODE_007,2025-01-11T11:15:00,18.35,38.46,158,129,337,-88,7.8,Good,False
NODE_007,2025-01-11T11:20:00,22.82,52.07,108,160,503,-82,12.1,Moderate,False
NODE_003,2025-01-11T11:25:00,25.53,69.92,183,122,488,-92,9.2,Moderate,False
NODE_008,2025-01-11T11:30:00,22.39,66.25,264,138,538,-82,1.8,Moderate,False
NODE_009,2025-01-11T11:35:00,30.13,39.86,182,122,290,-65,1.9,Good,False
NODE_003,2025-01-11T11:40:00,21.1,51.07,206,119,204,-96,4.8,Good,False
NODE_009,2025-01-11T11:45:00,24.09,70.1,154,128,524,-83,7.7,Moderate,False
NODE_003,2025-01-11T11:50:00,24.2,57.25,111,176,262,-77,-2.4,Good,False
NODE_008,2025-01-11T11:55:00,24.86,51.44,275,168,264,-89,7.2,Good,False
NODE_005,2025-01-11T12:00:00,22.22,59.0,171,217,338,-74,6.6,Good,False
NODE_003,2025-01-11T12:05:00,28.67,63.22,199,157,141,-73,4.3,Good,False
NODE_003,2025-01-11T12:10:00,24.88,43.99,272,183,509,-94,9.2,Moderate,False
NODE_006,2025-01-11T12:15:00,27.98,48.07,173,200,274,-77,1.7,Good,False
NODE_008,2025-01-11T12:20:00,19.06,67.27,271,142,413,-68,4.9,Moderate,False
NODE_010,2025-01-11T12:25:00,23.04,68.16,532,145,666,-79,7.2,Poor,False
NODE_001,2025-01-11T12:30:00,24.78,66.1,144,79,319,-78,3.8,Good,False
NODE_006,2025-01-11T12:35:00,22.88,51.56,228,102,203,-91,-0.6,Good,False
NODE_001,2025-01-11T12:40:00,26.82,53.12,145,111,224,-100,4.6,Good,False
NODE_008,2025-01-11T12:45:00,25.32,52.25,210,126,485,-108,2.1,Moderate,False
NODE_003,2025-01-11T12:50:00,26.16,58.82,237,165,211,-66,8.1,Good,False
NODE_004,2025-01-11T12:55:00,44.7,68.41,846,585,922,-92,9.8,Hazardous,True
NODE_007,2025-01-11T13:00:00,23.77,47.71,198,177,283,-85,0.9,Good,False
NODE_009,2025-01-11T13:05:00,26.78,58.63,196,176,234,-87,6.7,Good,False
NODE_009,2025-01-11T13:10:00,23.24,43.31,232,170,292,-82,7.8,Good,False
NODE_008,2025-01-11T13:15:00,26.85,45.87,286,113,152,-114,4.1,Good,False
NODE_007,2025-01-11T13:20:00,19.7,68.75,135,168,194,-81,6.3,Good,False
NODE_008,2025-01-11T13:25:00,29.41,77.14,289,144,256,-71,6.1,Good,False
NODE_007,2025-01-11T13:30:00,24.94,57.14,489,175,693,-87,4.8,Poor,False
NODE_008,2025-01-11T13:35:00,24.67,48.9,159,165,267,-94,6.4,Good,False
NODE_008,2025-01-11T13:40:00,23.99,80.95,229,121,483,-73,7.4,Moderate,False
NODE_003,2025-01-11T13:45:00,29.27,60.75,201,113,500,-72,9.0,Moderate,False
NODE_002,2025-01-11T13:50:00,22.29,65.1,239,112,587,-55,9.7,Moderate,False
NODE_010,2025-01-11T13:55:00,25.78,66.38,221,220,258,-64,3.1,Good,False
NODE_001,2025-01-11T14:00:00,22.98,52.73,140,121,306,-82,7.0,Good,False
NODE_004,2025-01-11T14:05:00,27.85,53.96,138,170,299,-91,8.9,Good,False
NODE_005,2025-01-11T14:10:00,26.99,72.19,157,129,227,-90,10.6,Good,False
NODE_001,2025-01-11T14:15:00,30.23,71.09,225,146,261,-81,3.5,Good,False
NODE_005,2025-01-11T14:20:00,29.86,59.16,148,143,213,-93,10.7,Good,False
NODE_004,2025-01-11T14:25:00,25.03,70.3,220,164,249,-78,5.5,Good,False
NODE_009,2025-01-11T14:30:00,27.98,75.1,218,196,221,-93,10.7,Good,False
NODE_005,2025-01-11T14:35:00,23.86,63.84,255,164,220,-95,4.9,Good,False
NODE_003,2025-01-11T14:40:00,25.1,72.63,249,154,322,-70,8.2,Good,False
NODE_008,2025-01-11T14:45:00,30.09,53.05,107,169,331,-93,3.8,Good,False
NODE_010,2025-01-11T14:50:00,22.73,60.87,205,126,530,-95,7.8,Moderate,False
NODE_008,2025-01-11T14:55:00,23.74,61.02,244,179,304,-84,3.1,Good,False
NODE_009,2025-01-11T15:00:00,24.04,60.23,277,134,262,-85,5.6,Good,False
NODE_009,2025-01-11T15:05:00,27.54,53.14,270,127,331,-100,6.9,Good,False
NODE_002,2025-01-11T15:10:00,26.83,56.4,213,139,276,-98,6.6,Good,False
NODE_010,2025-01-11T15:15:00,23.74,61.25,193,139,218,-77,6.6,Good,False
NODE_002,2025-01-11T15:20:00,22.83,66.09,152,164,274,-84,2.9,Good,False
NODE_005,2025-01-11T15:25:00,24.66,67.89,199,187,267,-77,2.1,Good,False
NODE_009,2025-01-11T15:30:00,23.43,60.28,240,155,429,-79,13.2,Moderate,False
NODE_006,2025-01-11T15:35:00,24.94,53.54,171,139,329,-88,6.9,Good,False
NODE_009,2025-01-11T15:40:00,24.72,46.87,183,75,260,-80,2.0,Good,False
NODE_001,2025-01-11T15:45:00,18.35,44.94,232,140,262,-79,4.5,Good,False
NODE_008,2025-01-11T15:50:00,29.68,72.35,244,149,194,-69,8.6,Good,False
NODE_009,2025-01-11T15:55:00,24.39,57.23,138,172,479,-75,8.2,Moderate,False
NODE_004,2025-01-11T16:00:00,22.38,60.22,220,164,154,-78,10.8,Good,False
NODE_007,2025-01-11T16:05:00,20.35,68.98,218,118,143,-75,7.4,Good,False
NODE_002,2025-01-11T16:10:00,24.97,65.75,221,250,571,-90,3.3,Moderate,False
NODE_004,2025-01-11T16:15:00,24.37,64.4,176,123,196,-78,1.3,Good,False
NODE_005,2025-01-11T16:20:00,22.51,69.31,178,156,407,-107,3.1,Good,False
NODE_001,2025-01-11T16:25:00,24.6,48.0,228,129,472,-67,6.2,Moderate,False
NODE_008,2025-01-11T16:30:00,31.35,61.94,265,149,300,-73,5.4,Good,False
NODE_005,2025-01-11T16:35:00,25.47,50.56,246,175,484,-73,4.4,Moderate,False
NODE_006,2025-01-11T16:40:00,28.92,48.24,188,147,217,-92,4.6,Good,False
NODE_002,2025-01-11T16:45:00,29.3,64.33,195,172,244,-75,-0.7,Good,False
NODE_008,2025-01-11T16:50:00,48.85,65.05,878,583,1023,-81,6.1,Hazardous,True
NODE_002,2025-01-11T16:55:00,22.77,58.86,146,148,255,-96,7.5,Good,False
NODE_004,2025-01-11T17:00:00,26.91,55.74,227,167,236,-69,5.3,Good,False
NODE_004,2025-01-11T17:05:00,22.47,56.48,145,173,394,-84,6.8,Moderate,False
NODE_010,2025-01-11T17:10:00,23.23,63.53,206,106,192,-72,6.0,Good,False
NODE_006,2025-01-11T17:15:00,22.66,55.09,174,141,185,-93,8.3,Good,False
NODE_010,2025-01-11T17:20:00,25.56,58.48,200,148,358,-86,1.5,Moderate,False
NODE_007,2025-01-11T17:25:00,26.91,67.68,169,146,380,-70,2.3,Moderate,False
NODE_003,2025-01-11T17:30:00,27.66,74.79,125,144,228,-66,5.7,Good,False
NODE_010,2025-01-11T17:35:00,27.75,59.4,224,80,226,-76,6.2,Good,False
NODE_003,2025-01-11T17:40:00,22.54,50.95,123,168,316,-77,8.5,Good,False
NODE_004,2025-01-11T17:45:00,23.26,50.82,145,134,262,-71,3.6,Good,False
NODE_004,2025-01-11T17:50:00,28.9,52.69,197,98,319,-74,11.8,Good,False
NODE_001,2025-01-11T17:55:00,24.13,59.53,245,158,227,-89,5.7,Good,False
NODE_010,2025-01-11T18:00:00,23.69,49.98,154,168,302,-93,8.8,Good,False
NODE_006,2025-01-11T18:05:00,25.09,63.68,217,140,330,-89,2.6,Moderate,False
NODE_009,2025-01-11T18:10:00,21.35,52.31,284,169,218,-74,12.6,Good,False
NODE_005,2025-01-11T18:15:00,28.08,60.95,234,150,139,-91,11.4,Good,False
NODE_010,2025-01-11T18:20:00,28.37,64.41,240,93,293,-75,1.7,Good,False
NODE_009,2025-01-11T18:25:00,50.04,73.26,936,687,708,-81,3.8,Hazardous,True
NODE_003,2025-01-11T18:30:00,26.8,60.43,244,221,248,-96,9.2,Good,False
NODE_006,2025-01-11T18:35:00,26.45,62.3,219,171,156,-75,7.2,Good,False
NODE_005,2025-01-11T18:40:00,20.68,63.35,134,165,257,-95,4.3,Good,False
NODE_005,2025-01-11T18:45:00,27.35,57.21,243,147,320,-92,6.4,Good,False
NODE_010,2025-01-11T18:50:00,46.86,62.87,768,653,1001,-69,4.0,Hazardous,True
NODE_005,2025-01-11T18:55:00,24.34,56.59,410,225,565,-72,3.4,Poor,False
NODE_009,2025-01-11T19:00:00,26.99,53.2,136,168,433,-87,8.1,Moderate,False
NODE_002,2025-01-11T19:05:00,22.23,35.46,235,154,213,-99,10.9,Good,False
NODE_003,2025-01-11T19:10:00,24.58,56.39,198,215,295,-94,6.1,Good,False
NODE_007,2025-01-11T19:15:00,26.0,49.44,237,125,159,-84,3.7,Good,False
NODE_001,2025-01-11T19:20:00,23.12,71.28,222,121,132,-94,6.5,Good,False
NODE_005,2025-01-11T19:25:00,45.0,52.9,959,641,744,-88,6.4,Hazardous,True
NODE_003,2025-01-11T19:30:00,23.81,44.85,214,165,533,-96,7.1,Moderate,False
NODE_003,2025-01-11T19:35:00,22.87,64.18,124,166,202,-80,7.1,Good,False
NODE_004,2025-01-11T19:40:00,26.16,60.48,141,194,435,-85,6.5,Moderate,False
NODE_003,2025-01-11T19:45:00,24.3,62.73,170,147,525,-73,3.8,Moderate,False
NODE_006,2025-01-11T19:50:00,31.75,57.55,337,165,683,-78,3.3,Poor,False
NODE_004,2025-01-11T19:55:00,27.32,67.52,209,177,410,-73,4.0,Moderate,False
NODE_007,2025-01-11T20:00:00,18.69,47.52,594,157,751,-87,4.7,Poor,False
NODE_008,2025-01-11T20:05:00,21.47,49.33,208,145,279,-85,6.6,Good,False
NODE_003,2025-01-11T20:10:00,25.05,61.57,298,114,306,-84,0.2,Moderate,False
NODE_010,2025-01-11T20:15:00,25.67,59.44,171,164,463,-107,8.8,Moderate,False
NODE_005,2025-01-11T20:20:00,27.81,73.24,85,156,492,-95,5.6,Moderate,False
NODE_007,2025-01-11T20:25:00,26.17,67.83,120,158,161,-99,11.4,Good,False
NODE_007,2025-01-11T20:30:00,20.85,53.63,198,87,297,-92,2.0,Good,False
NODE_008,2025-01-11T20:35:00,26.34,60.24,202,148,257,-94,9.3,Good,False
NODE_002,2025-01-11T20:40:00,25.48,60.11,292,89,334,-84,4.5,Good,False
NODE_002,2025-01-11T20:45:00,29.5,62.39,234,127,256,-98,8.4,Good,False
NODE_007,2025-01-11T20:50:00,24.56,63.65,173,195,435,-89,8.6,Moderate,False
NODE_009,2025-01-11T20:55:00,27.16,60.81,180,178,218,-90,5.8,Good,False
NODE_005,2025-01-11T21:00:00,23.67,57.9,262,174,211,-82,-5.9,Good,False
NODE_006,2025-01-11T21:05:00,20.38,60.92,68,218,420,-85,4.3,Moderate,False
NODE_008,2025-01-11T21:10:00,21.05,55.24,205,149,192,-74,8.6,Good,False
NODE_008,2025-01-11T21:15:00,25.71,76.64,220,191,315,-78,4.6,Moderate,False
NODE_006,2025-01-11T21:20:00,46.61,77.81,763,726,750,-79,6.2,Hazardous,True
NODE_010,2025-01-11T21:25:00,26.38,56.64,151,125,202,-85,6.4,Good,False
NODE_001,2025-01-11T21:30:00,24.62,61.9,197,225,438,-83,9.1,Moderate,False
NODE_002,2025-01-11T21:35:00,24.85,66.85,219,141,535,-82,3.0,Moderate,False
NODE_008,2025-01-11T21:40:00,24.04,38.86,206,189,169,-74,9.8,Good,False
NODE_006,2025-01-11T21:45:00,19.4,65.05,124,120,506,-77,3.2,Moderate,False
NODE_002,2025-01-11T21:50:00,29.42,66.88,244,117,320,-88,7.7,Good,False
NODE_009,2025-01-11T21:55:00,22.46,80.56,290,168,275,-83,6.3,Good,False
NODE_007,2025-01-11T22:00:00,23.27,56.91,80,117,305,-67,9.3,Good,False
NODE_004,2025-01-11T22:05:00,23.44,66.76,198,185,173,-84,5.8,Good,False
NODE_007,2025-01-11T22:10:00,26.73,50.69,131,134,411,-79,6.7,Moderate,False
NODE_004,2025-01-11T22:15:00,23.7,51.46,453,129,531,-86,4.8,Poor,False
NODE_008,2025-01-11T22:20:00,28.48,35.39,180,79,264,-97,0.9,Good,False
NODE_005,2025-01-11T22:25:00,25.19,56.59,186,138,191,-73,3.9,Good,False
NODE_006,2025-01-11T22:30:00,22.38,74.06,235,146,531,-88,3.1,Moderate,False
NODE_005,2025-01-11T22:35:00,30.2,49.94,243,170,231,-85,4.5,Good,False
NODE_006,2025-01-11T22:40:00,27.88,63.54,113,187,279,-95,5.5,Good,False
NODE_009,2025-01-11T22:45:00,25.45,56.65,177,101,270,-102,6.2,Good,False
NODE_010,2025-01-11T22:50:00,24.98,64.03,243,181,153,-85,3.5,Good,False
NODE_003,2025-01-11T22:55:00,24.76,56.16,141,176,285,-90,1.2,Good,False
NODE_010,2025-01-11T23:00:00,20.76,47.34,197,136,192,-88,8.2,Good,False
NODE_008,2025-01-11T23:05:00,26.07,70.02,188,198,270,-97,5.1,Good,False
NODE_006,2025-01-11T23:10:00,26.29,66.12,179,232,355,-82,4.6,Moderate,False
NODE_001,2025-01-11T23:15:00,26.18,76.19,210,105,42,-81,3.6,Good,False
NODE_001,2025-01-11T23:20:00,22.36,52.35,166,173,284,-81,9.2,Good,False
NODE_002,2025-01-11T23:25:00,28.11,49.97,249,96,237,-80,10.0,Good,False
NODE_008,2025-01-11T23:30:00,26.94,50.35,196,173,182,-99,7.0,Good,False
NODE_001,2025-01-11T23:35:00,19.74,50.56,174,165,207,-83,9.8,Good,False
NODE_002,2025-01-11T23:40:00,21.55,67.59,199,132,176,-86,7.8,Good,False
NODE_003,2025-01-11T23:45:00,24.1,57.67,195,164,288,-98,5.2,Good,False
